,Environment,Algorithm,Goal,Seed,AUC,Experiment
1802,transfer,DQN-FTA-transfer-115,115,4,9.16,DQN-FTA-transfer
1803,transfer,DQN-FTA-transfer-115,115,0,9.14,DQN-FTA-transfer
1804,transfer,DQN-FTA-transfer-115,115,3,9.79,DQN-FTA-transfer
1805,transfer,DQN-FTA-transfer-105,105,1,9.92,DQN-FTA-transfer
1806,transfer,DQN-FTA-transfer-105,105,4,9.35,DQN-FTA-transfer
1807,transfer,DQN-FTA-transfer-105,105,3,9.36,DQN-FTA-transfer
1808,transfer,DQN-FTA-transfer-105,105,0,9.57,DQN-FTA-transfer
1809,transfer,DQN-FTA-transfer-105,105,2,9.97,DQN-FTA-transfer
1810,transfer,DQN-FTA-transfer-25,25,4,9.88,DQN-FTA-transfer
1811,transfer,DQN-FTA-transfer-25,25,0,9.96,DQN-FTA-transfer
1812,transfer,DQN-FTA-transfer-25,25,3,10.0,DQN-FTA-transfer
1813,transfer,DQN-FTA-transfer-25,25,2,9.77,DQN-FTA-transfer
1814,transfer,DQN-FTA-transfer-25,25,1,10.0,DQN-FTA-transfer
1815,transfer,DQN-FTA-transfer-135,135,2,9.61,DQN-FTA-transfer
1816,transfer,DQN-FTA-transfer-135,135,3,9.17,DQN-FTA-transfer
1817,transfer,DQN-FTA-transfer-135,135,0,10.0,DQN-FTA-transfer
1818,transfer,DQN-FTA-transfer-135,135,4,9.76,DQN-FTA-transfer
1819,transfer,DQN-FTA-transfer-135,135,1,9.04,DQN-FTA-transfer
1820,transfer,DQN-FTA-transfer-160,160,0,9.74,DQN-FTA-transfer
1821,transfer,DQN-FTA-transfer-160,160,3,9.39,DQN-FTA-transfer
1822,transfer,DQN-FTA-transfer-160,160,2,9.0,DQN-FTA-transfer
1823,transfer,DQN-FTA-transfer-160,160,4,9.6,DQN-FTA-transfer
1824,transfer,DQN-FTA-transfer-160,160,1,9.46,DQN-FTA-transfer
1825,transfer,DQN-FTA-transfer-170,170,2,9.17,DQN-FTA-transfer
1826,transfer,DQN-FTA-transfer-170,170,4,9.01,DQN-FTA-transfer
1827,transfer,DQN-FTA-transfer-170,170,0,9.93,DQN-FTA-transfer
1828,transfer,DQN-FTA-transfer-170,170,3,9.67,DQN-FTA-transfer
1829,transfer,DQN-FTA-transfer-170,170,1,9.19,DQN-FTA-transfer
1830,transfer,DQN-FTA-transfer-65,65,2,10.0,DQN-FTA-transfer
1831,transfer,DQN-FTA-transfer-65,65,3,10.0,DQN-FTA-transfer
1832,transfer,DQN-FTA-transfer-65,65,1,9.94,DQN-FTA-transfer
1833,transfer,DQN-FTA-transfer-65,65,4,9.45,DQN-FTA-transfer
1834,transfer,DQN-FTA-transfer-65,65,0,10.0,DQN-FTA-transfer
1835,transfer,DQN-FTA-transfer-90,90,3,9.98,DQN-FTA-transfer
1836,transfer,DQN-FTA-transfer-90,90,1,10.0,DQN-FTA-transfer
1837,transfer,DQN-FTA-transfer-90,90,4,9.39,DQN-FTA-transfer
1838,transfer,DQN-FTA-transfer-90,90,2,9.2,DQN-FTA-transfer
1839,transfer,DQN-FTA-transfer-90,90,0,9.63,DQN-FTA-transfer
1840,transfer,DQN-FTA-transfer-35,35,1,10.0,DQN-FTA-transfer
1841,transfer,DQN-FTA-transfer-35,35,3,10.0,DQN-FTA-transfer
1842,transfer,DQN-FTA-transfer-35,35,4,9.39,DQN-FTA-transfer
1843,transfer,DQN-FTA-transfer-35,35,2,10.0,DQN-FTA-transfer
1844,transfer,DQN-FTA-transfer-35,35,0,9.95,DQN-FTA-transfer
1845,transfer,DQN-FTA-transfer-130,130,1,9.2,DQN-FTA-transfer
1846,transfer,DQN-FTA-transfer-130,130,3,10.0,DQN-FTA-transfer
1847,transfer,DQN-FTA-transfer-130,130,2,9.1,DQN-FTA-transfer
1848,transfer,DQN-FTA-transfer-130,130,4,9.25,DQN-FTA-transfer
1849,transfer,DQN-FTA-transfer-130,130,0,9.08,DQN-FTA-transfer
1850,transfer,DQN-FTA-transfer-120,120,0,9.37,DQN-FTA-transfer
1851,transfer,DQN-FTA-transfer-120,120,2,9.11,DQN-FTA-transfer
1852,transfer,DQN-FTA-transfer-120,120,4,9.32,DQN-FTA-transfer
1853,transfer,DQN-FTA-transfer-120,120,1,9.64,DQN-FTA-transfer
1854,transfer,DQN-FTA-transfer-120,120,3,8.14,DQN-FTA-transfer
1855,transfer,DQN-FTA-transfer-15,15,2,10.0,DQN-FTA-transfer
1856,transfer,DQN-FTA-transfer-15,15,3,10.0,DQN-FTA-transfer
1857,transfer,DQN-FTA-transfer-15,15,0,9.42,DQN-FTA-transfer
1858,transfer,DQN-FTA-transfer-15,15,1,10.0,DQN-FTA-transfer
1859,transfer,DQN-FTA-transfer-15,15,4,9.73,DQN-FTA-transfer
1860,transfer,DQN-FTA-transfer-100,100,0,9.96,DQN-FTA-transfer
1861,transfer,DQN-FTA-transfer-100,100,2,9.22,DQN-FTA-transfer
1862,transfer,DQN-FTA-transfer-100,100,4,9.56,DQN-FTA-transfer
1863,transfer,DQN-FTA-transfer-100,100,3,9.32,DQN-FTA-transfer
1864,transfer,DQN-FTA-transfer-100,100,1,9.81,DQN-FTA-transfer
1865,transfer,DQN-FTA-transfer-140,140,0,9.94,DQN-FTA-transfer
1866,transfer,DQN-FTA-transfer-140,140,4,9.71,DQN-FTA-transfer
1867,transfer,DQN-FTA-transfer-140,140,3,9.19,DQN-FTA-transfer
1868,transfer,DQN-FTA-transfer-140,140,1,9.98,DQN-FTA-transfer
1869,transfer,DQN-FTA-transfer-140,140,2,9.06,DQN-FTA-transfer
1870,transfer,DQN-FTA-transfer-45,45,0,10.0,DQN-FTA-transfer
1871,transfer,DQN-FTA-transfer-45,45,3,9.18,DQN-FTA-transfer
1872,transfer,DQN-FTA-transfer-45,45,2,10.0,DQN-FTA-transfer
1873,transfer,DQN-FTA-transfer-45,45,4,8.57,DQN-FTA-transfer
1874,transfer,DQN-FTA-transfer-45,45,1,10.0,DQN-FTA-transfer
1875,transfer,DQN-FTA-transfer-0,0,4,9.63,DQN-FTA-transfer
1876,transfer,DQN-FTA-transfer-0,0,2,8.36,DQN-FTA-transfer
1877,transfer,DQN-FTA-transfer-0,0,0,9.45,DQN-FTA-transfer
1878,transfer,DQN-FTA-transfer-0,0,1,9.98,DQN-FTA-transfer
1879,transfer,DQN-FTA-transfer-0,0,3,8.99,DQN-FTA-transfer
1880,transfer,DQN-FTA-transfer-110,110,3,10.0,DQN-FTA-transfer
1881,transfer,DQN-FTA-transfer-110,110,4,9.17,DQN-FTA-transfer
1882,transfer,DQN-FTA-transfer-110,110,2,9.99,DQN-FTA-transfer
1883,transfer,DQN-FTA-transfer-110,110,1,9.91,DQN-FTA-transfer
1884,transfer,DQN-FTA-transfer-110,110,0,9.99,DQN-FTA-transfer
1885,transfer,DQN-FTA-transfer-55,55,4,9.53,DQN-FTA-transfer
1886,transfer,DQN-FTA-transfer-55,55,1,9.57,DQN-FTA-transfer
1887,transfer,DQN-FTA-transfer-55,55,0,9.36,DQN-FTA-transfer
1888,transfer,DQN-FTA-transfer-55,55,3,9.08,DQN-FTA-transfer
1889,transfer,DQN-FTA-transfer-55,55,2,10.0,DQN-FTA-transfer
1890,transfer,DQN-FTA-transfer-75,75,4,9.55,DQN-FTA-transfer
1891,transfer,DQN-FTA-transfer-75,75,0,9.63,DQN-FTA-transfer
1892,transfer,DQN-FTA-transfer-75,75,2,9.62,DQN-FTA-transfer
1893,transfer,DQN-FTA-transfer-75,75,3,9.9,DQN-FTA-transfer
1894,transfer,DQN-FTA-transfer-75,75,1,9.46,DQN-FTA-transfer
1895,transfer,DQN-FTA-transfer-80,80,2,9.12,DQN-FTA-transfer
1896,transfer,DQN-FTA-transfer-80,80,1,9.48,DQN-FTA-transfer
1897,transfer,DQN-FTA-transfer-80,80,0,10.0,DQN-FTA-transfer
1898,transfer,DQN-FTA-transfer-80,80,3,10.0,DQN-FTA-transfer
1899,transfer,DQN-FTA-transfer-80,80,4,9.79,DQN-FTA-transfer
1900,transfer,DQN-FTA-transfer-150,150,1,9.59,DQN-FTA-transfer
1901,transfer,DQN-FTA-transfer-150,150,3,8.58,DQN-FTA-transfer
1902,transfer,DQN-FTA-transfer-150,150,4,9.01,DQN-FTA-transfer
1903,transfer,DQN-FTA-transfer-150,150,2,8.11,DQN-FTA-transfer
1904,transfer,DQN-FTA-transfer-150,150,0,9.73,DQN-FTA-transfer
